,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Banyo Sayısı,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Fiyat Durumu,Ada,Parsel,Price,Location,link,Yapı Durumu,Yapı Tipi,Eşya Durumu,Takas,Görüntülü Gezilebilir mi?,Salon Metrekare
992,17056514,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,Hisseli Tapu,Hayır,40000 TL,1,,Var,1,Açık Balkon,,,,Genel Fiyat,974,28,40.000TL, Sarıyer - Yeniköy Mahallesi,https://www.emlakjet.com//ilan/yenikoy-de-21-kiralik-daire-17056514/,,,Boş,,Hayır,
993,17056419,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,175 m²,180 m²,2+2,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Yabancıdan,Evet,,2,,Var,,,,,,Genel Fiyat,,,23.000TL, Beylikdüzü - Kavaklı Mahallesi,https://www.emlakjet.com//ilan/aqua-kavakli-da-22-dubleks-daire-17056419/,,,,,,
994,17056336,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,16-20,1.Kat,4,Kombi Doğalgaz,Boş,0 TL,Kooperatiften Tapu,Hayır,17000 TL,1,6 m²,Var,1,Kapalı Balkon,9 m²,2,6 m²,Genel Fiyat,,,17.000TL, Ümraniye - Ihlamurkuyu Mahallesi,https://www.emlakjet.com//ilan/umraniye-ihlamurkuyu-metro-yurume-mesafesi-1-kat-90-metre-bolkon-mevcut-bekara-yabanci-ya-17056336/,İkinci El,Betonarme,Boş,Yok,Hayır,25 m²
995,17056307,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,10 TL,Kooperatiften Tapu,Hayır,25000 TL,1,,,,,,,,Genel Fiyat,,,25.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/cebeci-mah-21-85m2-3-kat-kira-25-000-asansorlu-17056307/,,,,,,
996,17056226,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,20.000TL, Küçükçekmece - Cennet Mahallesi,https://www.emlakjet.com//ilan/kucukcekmece-cennet-mahallesinde-kiralik-esyali-21-daire-17056226/,İkinci El,Betonarme,,Yok,,
997,17056213,21 Mart 2025,24 Mart 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,2,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,,,,,,,,Genel Fiyat,,,24.000TL, Beykoz - Merkez Mahallesi,https://www.emlakjet.com//ilan/beykoz-merkez-21-mustakil-giris-tadilatli-boyali-temiz-kiralik-17056213/,,,Boş,Yok,,
998,17056196,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,190 m²,200 m²,5+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,200 TL,Kat Mülkiyeti,Hayır,37500 TL,2,4 m²,Var,2,"Açık Balkon, Açık Teras",6 m²,2,2 m²,Genel Fiyat,,5600,37.500TL, Küçükçekmece - Yeni Mahalle Mahallesi,https://www.emlakjet.com//ilan/meral-r6338-merkezi-konumda-yeni-10yas-3katli-binada-3-kat-3cephe-dubleks-17056196/,İkinci El,Betonarme,Boş,Yok,Evet,30 m²
999,17056174,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,1+1,16-20,1.Kat,5,Isıtma Yok,Boş,,Yabancıdan,Hayır,9500 TL,1,,Yok,,,,,,Genel Fiyat,,,9.500TL, Sultangazi - Sultançiftliği Mahallesi,https://www.emlakjet.com//ilan/sultanciftligi-mahde-kiralik-bekara-yabanciya-uygun-kiralik-arakat-daire-17056174/,İkinci El,Betonarme,,Var,Evet,
1000,17056174,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,1+1,16-20,1.Kat,5,Isıtma Yok,Boş,,Yabancıdan,Hayır,9500 TL,1,,Yok,,,,,,Genel Fiyat,,,9.500TL, Sultangazi - Sultançiftliği Mahallesi,https://www.emlakjet.com//ilan/sultanciftligi-mahde-kiralik-bekara-yabanciya-uygun-kiralik-arakat-daire-17056174/,İkinci El,Betonarme,,Var,Evet,
1001,17056170,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,11-15,1.Kat,5,Sobalı,Boş,,Kooperatiften Tapu,Hayır,10000 TL,1,,Var,,,,,,Genel Fiyat,,,10.000TL, Sultangazi - Sultançiftliği Mahallesi,https://www.emlakjet.com//ilan/sultanciftligi-mah-de-yabancilara-bekarlara-uygun-orta-kat-daire-17056170/,,,,,,
1002,17056143,21 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,170 m²,180 m²,3+1,16-20,Çatı Dubleks,5,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Hayır,21000 TL,2,,Var,,,,,,Genel Fiyat,,,21.000TL, Sultangazi - Cebeci Mahallesi,https://www.emlakjet.com//ilan/cebeci-mah-de-hastanenin-karsisinda-ici-sifir-dubleks-daire-17056143/,,,,,,
1003,17056059,21 Mart 2025,01 Nisan 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,21 Ve Üzeri,Çatı Katı,3,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,20000 TL,1,,Var,1,Açık Teras,,1,,Genel Fiyat,,,20.000TL, Sarıyer - Maden Mahallesi,https://www.emlakjet.com//ilan/sariyer-madende-11-kiralik-daire-17056059/,İkinci El,Betonarme,Boş,,,
1004,17056006,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,0 (Yeni),4.Kat,8,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,,Var,2,Açık Balkon,,2,,Genel Fiyat,2311,1,25.000TL, Esenyurt - Barbaros Hayrettin Paşa Mahallesi,https://www.emlakjet.com//ilan/esyali-kiralik-31-metrobuse-5-dakika-17056006/,,,Eşyalı,,,
1005,17055572,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,609,31,8.750TL, Esenyurt - Balıkyolu Mahallesi,https://www.emlakjet.com//ilan/merkezi-konumda-21-kiralik-bahceli-bahce-kati-17055572/,,,,,,
1006,17055498,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,5-10,2.Kat,15,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,20.000TL, Başakşehir - Bahçeşehir 2. Kısım Mahallesi,https://www.emlakjet.com//ilan/bahcesehir-spradon-vadi-evleri-11-kiralik-daire-17055498/,,,Boş,Yok,,
1007,17055450,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,150 TL,Bilinmiyor,Hayır,,1,,,,,,,,Genel Fiyat,,,22.000TL, Üsküdar - Zeynep Kamil Mahallesi,https://www.emlakjet.com//ilan/zeynepkamil-ara-kat-21-full-esyali-kiralik-daire-17055450/,İkinci El,Betonarme,Eşyalı,Yok,,
1008,17055174,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,95 m²,110 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,50 TL,Yabancıdan,Hayır,10000 TL,2,,,,,,,,Genel Fiyat,,,10.000TL, Esenyurt - Mehterçeşme Mahallesi,https://www.emlakjet.com//ilan/metrobuse-yakin-yenilenmis-temiz-daire-17055174/,,,,,,
1009,17055161,21 Mart 2025,28 Mart 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,21 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,2169,14,15.000TL, Zeytinburnu - Gökalp Mahallesi,https://www.emlakjet.com//ilan/gokalp-te-21-yari-bodrum-kiralik-daire-17055161/,,,,,,
1010,17055160,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,5-10,Yüksek Giriş,4,Kombi Doğalgaz,Boş,50 TL,Yabancıdan,Hayır,10000 TL,2,,,,,,,,Genel Fiyat,,,10.000TL, Esenyurt - Atatürk Mahallesi,https://www.emlakjet.com//ilan/kirac-ataturk-mahallesi-nde-temiz-daire-17055160/,,,,,,
1011,17055090,21 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,,,,,,,,Genel Fiyat,,,15.000TL, Fatih - Hırka,https://www.emlakjet.com//ilan/arslan-emlak-11-kombili-17055090/,,,,,,
1012,17055060,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,4,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,50 TL,Yabancıdan,Hayır,15000 TL,2,,Var,,,,,,Genel Fiyat,,,15.000TL, Esenyurt - Piri Reis Mahallesi,https://www.emlakjet.com//ilan/merkezi-konumda-metrobuse-yakin-full-esyali-daire-17055060/,,,Eşyalı,,,
1013,17054995,21 Mart 2025,02 Nisan 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,0 (Yeni),7.Kat,41,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,,Var,,,,,,Genel Fiyat,1001,14,30.000TL, Esenyurt - Gökevler Mahallesi,https://www.emlakjet.com//ilan/secret-house-dan-peyzaj-cepheli-balkonlu-31-sifir-17054995/,,,,,,
1014,17054943,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,4,8.Kat,9,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,7215,6,21.000TL, Pendik - Velibaba Mahallesi,https://www.emlakjet.com//ilan/dg-den-dogatoria-sitesi-nde-full-site-ozellikli-11-kiralik-17054943/,,,,,,
1015,17054838,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,1,12.Kat,20,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,2945,100,15.000TL, Esenyurt - Yeşilkent Mahallesi,https://www.emlakjet.com//ilan/site-icinde-balkonlu-kullanisli-11-kiralik-daire-17054838/,,,,,,
1016,17054792,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Sobalı,Kiracı Oturuyor,,Yabancıdan,Hayır,,1,,,,,,,,Genel Fiyat,,,10.000TL, Eyüpsultan - Karadolap Mahallesi,https://www.emlakjet.com//ilan/eyupsultan-karadolap-ta-kiralik-komur-sobali-giris-daire-17054792/,,,,,,
1017,17054773,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,55 m²,70 m²,2+1,11-15,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,19000 TL,1,,,,,,,,Genel Fiyat,335,34,19.000TL, Ümraniye - Armağanevler Mahallesi,https://www.emlakjet.com//ilan/umraniye-armaganevler-kiralik-21-daire-17054773/,,,,,,
1018,17054765,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,274,14,15.000TL, Esenyurt - Mehterçeşme Mahallesi,https://www.emlakjet.com//ilan/metrobuse-yakin-21-kiralik-bahce-kati-daire-17054765/,,,,,,
1019,17054694,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,105 m²,125 m²,3+1,16-20,2.Kat,5,Kombi Doğalgaz,Boş,850 TL,Kat İrtifakı,Evet,30000 TL,1,,Var,2,Kapalı Balkon,,2,,Genel Fiyat,10550,1,30.000TL, Kartal - Uğur Mumcu Mahallesi,https://www.emlakjet.com//ilan/cevik-ten-ugurmumcuda-kiralik-31-daire-17054694/,İkinci El,Betonarme,Boş,Yok,,
1020,17054671,21 Mart 2025,03 Nisan 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,Bahçe Katı,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,Var,,,,,,Genel Fiyat,893,73,38.500TL, Bakırköy - Şenlikköy Mahallesi,https://www.emlakjet.com//ilan/secret-house-dan-metrobuse-yurume-mesafesinde-bahce-kullanimli-bakimli-21-duz-giris-17054671/,,,,,,
1021,17054670,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,21 Ve Üzeri,Kot 1 (-1).Kat,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,117,23,15.500TL, Eyüpsultan - Akşemsettin Mahallesi,https://www.emlakjet.com//ilan/eyup-aksemsettinde-kiralik-21-giris-alti-daire-17054670/,,,,,,
1022,17054605,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,55 m²,70 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,16.000TL, Sancaktepe - Mevlana Mahallesi,https://www.emlakjet.com//ilan/hemen-tasinmaya-hazir-kullanisli-sifir-11-kiralik-daire-17054605/,,,Boş,Yok,,
1023,17054562,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,27.500TL, Çekmeköy - Mehmet Akif Mahallesi,https://www.emlakjet.com//ilan/mehmet-akif-mah-2185m2-balkonlu-masrafsiz-daire-17054562/,,,Boş,Yok,,
1024,17054522,21 Mart 2025,01 Nisan 2025,Konut,Kiralık,Daire,60 m²,75 m²,1+1,4,Bahçe Katı,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,Var,1,,30 m²,,,Genel Fiyat,,3027,25.000TL, Bahçelievler - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/cadde-uzeri-yeni-binada-11-90-m2-esyali-ve-bahceli-kiralik-17054522/,,,Eşyalı,,,
1025,17054459,21 Mart 2025,23 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,3+1,21 Ve Üzeri,Kot 1 (-1).Kat,3,Kombi Doğalgaz,Boş,100 TL,Arsa Tapulu,Hayır,15000 TL,2,,Yok,,,,,,Genel Fiyat,11196,6,15.000TL, Pendik - Çınardere Mahallesi,https://www.emlakjet.com//ilan/pendik-cinardere-mh-kiralik-daire-15-000-tl-17054459/,,,Boş,,,
1026,17054446,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,,Kooperatiften Tapu,Hayır,22000 TL,1,,Var,1,Açık Teras,,,,Genel Fiyat,,,22.000TL, Üsküdar - Selami Ali Mahallesi,https://www.emlakjet.com//ilan/naz-emlaktan-selami-ali-mahallesinde-genis-balkonlu-21-kiralik-daire-17054446/,,,,,,
1027,17054356,21 Mart 2025,04 Nisan 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,0 (Yeni),Çatı Dubleks,5,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,1,,,,,,,,Genel Fiyat,,,25.000TL, Bahçelievler - Siyavuşpaşa Mahallesi,https://www.emlakjet.com//ilan/bahcelievler-siyavuspasa-ful-esyali-kiralik-sifir-11-daire-vizyo-17054356/,,,,,,
1028,17054109,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,98 m²,130 m²,3+1,5-10,6.Kat,14,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,1404,190,80.000TL, Kadıköy - Erenköy Mahallesi,https://www.emlakjet.com//ilan/erenkoy-de-site-icerisinde-caddeye-yakin-kiralik-31-daire-17054109/,,,,,,
1029,17054063,21 Mart 2025,30 Mart 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,22000 TL,1,,Var,2,Açık Balkon,,,,Genel Fiyat,,,22.000TL, Sultanbeyli - Abdurrahmangazi Mahallesi,https://www.emlakjet.com//ilan/sultanbeyli-merkeze-yakin-31-110m2-kiralik-daire-17054063/,,,,,,
1030,17053870,21 Mart 2025,22 Mart 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,1310,11,13.250TL, Fatih - Sümbül Efendi Mahallesi,https://www.emlakjet.com//ilan/altin-emlak-tan-balkonlu-cift-cephe-kiralik-11-17053870/,,,,,,
1031,17053821,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,23.000TL, Gaziosmanpaşa - Merkez Mahallesi,https://www.emlakjet.com//ilan/gaziosmanpasa-merkez-mah-liralik-yuksek-giris-daire-17053821/,,,Boş,Yok,,
1032,17053818,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,16-20,Bodrum Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,,,16.750TL, Bayrampaşa - Kartaltepe Mahallesi,https://www.emlakjet.com//ilan/kiralik-21-85m-18-yillik-yuksek-bodrum-metroya-tramvaya-yakin-17053818/,,,Boş,Yok,,
1033,17053808,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,21 Ve Üzeri,3.Kat,6,Merkezi (Pay Ölçer),Boş,,Tapu Kaydı Yok,Evet,,1,,,,,,,,Genel Fiyat,,,23.000TL, Başakşehir - Bahçeşehir 1. Kısım Mahallesi,https://www.emlakjet.com//ilan/basaksehir-1-kisimda-kiralik-arakat-17053808/,,,Boş,Yok,,
1034,17053788,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,368,1,21.500TL, Küçükçekmece - İstasyon Mahallesi,https://www.emlakjet.com//ilan/halkali-istasyon-mah-mamaray-yakini-bankacilar116-kiralik-daire-17053788/,İkinci El,Betonarme,,Yok,,
1035,17053775,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,32 m²,46 m²,1 Oda,11-15,8.Kat,16,Merkezi (Pay Ölçer),Boş,2235 TL,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,844,3,21.500TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/halkali-atakent-soyak-park-aparts-10-esyali-kiralik-daire-17053775/,İkinci El,Betonarme,,Yok,,
1036,17053739,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,84 m²,94 m²,1+1,5-10,12.Kat,22,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,801,21,32.500TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/halkali-atakent-istanbul-saraylari-nda-11-84m2-kiralik-daire-17053739/,İkinci El,Betonarme,,Yok,,
1037,17053611,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,116 m²,132 m²,3+1,5-10,5.Kat,12,Kombi Doğalgaz,Kiracı Oturuyor,2245 TL,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,654,1,35.000TL, Küçükçekmece - Atakent Mahallesi,https://www.emlakjet.com//ilan/halkali-atakent-toki-fulya-sitesinde-31-kiralik-daire-17053611/,İkinci El,Betonarme,,Yok,,
1038,17053607,21 Mart 2025,25 Mart 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),Düz Giriş (Zemin),5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,30000 TL,1,,Yok,,,,1,,Genel Fiyat,2084,19,18.000TL, Ümraniye - İnkılap Mahallesi,https://www.emlakjet.com//ilan/umraniye-inkilap-mah-hastaneye-yakin-11-kiralik-17053607/,Sıfır,,Boş,,,
1039,17053593,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,30 m²,38 m²,1+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,20.250TL, Ataşehir - Küçükbakkalköy Mahallesi,https://www.emlakjet.com//ilan/kucukbakkalkoyde-merkezi-konumda-kiralik-cati-kat-11-bos-daire-17053593/,,,Boş,Yok,,
1040,17053578,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,35 m²,45 m²,1+1,0 (Yeni),Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,22000 TL,1,,Yok,,,,,,Genel Fiyat,7217,5,22.000TL, Sancaktepe - Osmangazi Mahallesi,https://www.emlakjet.com//ilan/osmangazi-mah-butik-sitede-11-giris-daire-17053578/,Sıfır,Betonarme,,,,
1041,17053521,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,0 (Yeni),7.Kat,13,Merkezi (Pay Ölçer),Boş,3028 TL,Kat İrtifakı,Hayır,,1,,,,,,,,Genel Fiyat,243,13,25.000TL, Başakşehir - Güvercintepe Mahallesi,https://www.emlakjet.com//ilan/kayasehir-kayapark-sakura-evleri-21-sifir-kiralik-daire-17053521/,Sıfır,Betonarme,,Yok,,
1042,17053484,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,36 m²,45 m²,1+1,11-15,11.Kat,19,Merkezi (Pay Ölçer),Boş,4500 TL,Kat İrtifakı,Evet,60000 TL,1,,,,,,,,Genel Fiyat,15718,16,30.000TL, Maltepe - Başıbüyük Mahallesi,https://www.emlakjet.com//ilan/universitelere-yakin-kentplus-centrium-11-esyali-kiralik-daire-17053484/,,,,,,
1043,17053424,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,4.Kat,28,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,,,,,,,,Genel Fiyat,,,25.500TL, Başakşehir - Başakşehir Mahallesi,https://www.emlakjet.com//ilan/basaksehir-medikule-de-11-esyali-kiralik-arakat-daire-17053424/,,,Eşyalı,Yok,,
1044,17053349,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,5397,18.000TL, Avcılar - Cihangir Mahallesi,https://www.emlakjet.com//ilan/avcilarda-yeni-binada-21-kiralik-bahce-kati-daire-17053349/,,,,,,
1045,17053233,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,110 m²,130 m²,2+1,3,5.Kat,5,Kombi Doğalgaz,Boş,350 TL,Kat Mülkiyeti,Hayır,28000 TL,1,,Var,1,Açık Teras,40 m²,2,,Genel Fiyat,5460,1,28.000TL, Arnavutköy - Taşoluk Mahallesi,https://www.emlakjet.com//ilan/esyali-merto-istasyonuna-5-dkk-yurume-mesafesinde-17053233/,Sıfır,Betonarme,Eşyalı,,Evet,
1046,17053196,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,80 m²,85 m²,3+1,21 Ve Üzeri,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,,,,,,,,Genel Fiyat,,,23.000TL, Üsküdar - Valide,https://www.emlakjet.com//ilan/uskudar-valide-i-atikte-31-yuksek-giris-kiralik-daire-17053196/,,,Boş,Yok,,
1047,17053164,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,16-20,Kot 1 (-1).Kat,4,Kombi Doğalgaz,Boş,,Arsa Tapulu,Hayır,,1,,,,,,,,Genel Fiyat,,,12.000TL, Pendik - Ahmet Yesevi Mahallesi,https://www.emlakjet.com//ilan/ahmet-yesevi-hurriyyet-caddesine-yakin-21-genis-kiralik-daire-17053164/,,,Boş,Yok,,
1048,17053161,21 Mart 2025,26 Mart 2025,Konut,Kiralık,Daire,84 m²,123 m²,2+1,5-10,4.Kat,4,Merkezi (Pay Ölçer),Boş,,Kat İrtifakı,Evet,,1,,,,,,,,Genel Fiyat,8401,2,30.500TL, Tuzla - Aydınlı Mahallesi,https://www.emlakjet.com//ilan/tuzla-dumankaya-adres-su-esyali-123m2-buyuk-tip-21-kiralik-17053161/,,,,,,
1049,17052947,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,5.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,27.500TL, Pendik - Fevzi Çakmak Mahallesi,https://www.emlakjet.com//ilan/cift-banyo-ve-asansor-otopark-carsinin-icinde-aciklama-okuyun-17052947/,,,Boş,Yok,,
1050,17052806,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,171 m²,200 m²,4+1,0 (Yeni),4.Kat,5,Merkezi (Pay Ölçer),Boş,,Tapu Kaydı Yok,Evet,,2,,,,,,,,Genel Fiyat,,,65.000TL, Pendik - Batı Mahallesi,https://www.emlakjet.com//ilan/pendik-koru-plus-ta-deniz-manzarali-genis-4-51-17052806/,,,Boş,Yok,,
1051,17052803,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,0 (Yeni),4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,,,,,,,,Genel Fiyat,,,25.500TL, Esenler - Havaalanı Mahallesi,https://www.emlakjet.com//ilan/0-insaatdan-4-kat-full-esyali-21-lux-kiralik-daire-17052803/,,,Eşyalı,Yok,,
1052,17052762,21 Mart 2025,21 Mart 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,11-15,Yüksek Giriş,7,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,,,,,,,,Genel Fiyat,,,36.000TL, Ümraniye - Mehmet Akif Mahallesi,https://www.emlakjet.com//ilan/nev-start-gayrimenkulden-17052762/,,,,Yok,,
